time,voltage,current,shunt_v
12:27:29.225,0.50400,115.09146,11.51000
12:27:29.760,0.50000,115.00000,11.52000
12:27:30.373,0.50000,115.00000,11.49000
12:27:30.925,0.50000,115.00000,11.51000
12:27:31.481,0.50000,115.18293,11.51000
12:27:32.031,0.49600,115.18293,11.51000
12:27:32.585,0.49600,115.09146,11.52000
12:27:33.137,0.49600,115.18293,11.53000
12:27:33.690,0.49600,115.18293,11.53000
12:27:34.243,0.49200,115.30488,11.52000
12:27:34.798,0.49200,115.30488,11.52000
12:27:35.357,0.49200,115.30488,11.53000
12:27:35.911,0.48800,115.30488,11.54000
12:27:36.463,0.49200,115.30488,11.53000
12:27:37.017,0.48800,115.39634,11.53000
12:27:37.569,0.48800,115.18293,11.52000
12:27:38.123,0.48800,115.48780,11.55000
