time,voltage,current,shunt_v
17:08:16.573,0.16800,81.09756,8.11000
17:08:17.110,0.16800,81.18902,8.12000
17:08:17.656,0.16800,81.00610,8.11000
17:08:18.210,0.16800,81.00610,8.10000
17:08:18.756,0.16800,81.00610,8.10000
17:08:19.302,0.16800,81.09756,8.11000
17:08:19.853,0.16800,81.00610,8.11000
17:08:20.405,0.16800,81.09756,8.10000
17:08:20.956,0.16800,81.00610,8.12000
17:08:21.508,0.16800,81.09756,8.11000
17:08:22.061,0.16800,81.00610,8.11000
17:08:22.619,0.16800,81.09756,8.12000
17:08:23.169,0.16800,81.00610,8.10000
17:08:23.720,0.16800,81.28049,8.11000
17:08:24.274,0.16800,81.09756,8.10000
17:08:24.827,0.16800,81.00610,8.10000
17:08:25.381,0.16800,81.00610,8.11000
17:08:25.933,0.16800,81.09756,8.12000
17:08:26.485,0.16800,81.09756,8.11000
17:08:27.036,0.16800,81.09756,8.12000
17:08:27.588,0.16800,81.18902,8.11000
17:08:28.139,0.16800,81.18902,8.11000
17:08:28.690,0.16800,81.18902,8.10000
17:08:29.240,0.16800,81.00610,8.10000
17:08:29.789,0.16800,81.09756,8.10000
17:08:30.343,0.16800,81.18902,8.11000
17:08:30.890,0.16800,81.09756,8.11000
17:08:31.437,0.16800,81.18902,8.10000
17:08:31.988,0.16800,81.09756,8.11000
17:08:32.543,0.16800,81.09756,8.12000
17:08:33.088,0.16800,81.00610,8.11000
17:08:33.639,0.16800,81.00610,8.11000
17:08:34.190,0.16800,81.09756,8.12000
17:08:34.744,0.16800,81.18902,8.11000
17:08:35.296,0.16800,81.18902,8.13000
17:08:35.850,0.16800,81.00610,8.10000
17:08:36.399,0.16800,81.09756,8.12000
17:08:36.952,0.16800,81.09756,8.11000
17:08:37.503,0.16800,81.09756,8.11000
17:08:38.053,0.16800,81.09756,8.12000
17:08:38.602,0.16800,81.09756,8.11000
17:08:39.159,0.16800,81.09756,8.12000
17:08:39.715,0.16800,81.18902,8.11000
17:08:40.267,0.16800,81.09756,8.10000
17:08:40.819,0.16800,80.88415,8.10000
17:08:41.371,0.16800,81.18902,8.12000
17:08:41.923,0.16800,81.28049,8.11000
17:08:42.475,0.16800,81.18902,8.12000
17:08:43.026,0.16800,81.09756,8.12000
17:08:43.578,0.16800,81.28049,8.10000
17:08:44.129,0.16800,81.18902,8.11000
17:08:44.681,0.16800,81.09756,8.11000
17:08:45.231,0.16800,81.18902,8.11000
17:08:45.783,0.16800,81.09756,8.11000
17:08:46.335,0.16800,81.18902,8.12000
17:08:46.886,0.16800,81.28049,8.12000
17:08:47.437,0.16800,81.09756,8.12000
17:08:47.989,0.16800,81.09756,8.11000
17:08:48.540,0.16800,81.09756,8.13000
17:08:49.092,0.16800,81.00610,8.11000
17:08:49.639,0.16800,81.18902,8.12000
17:08:50.193,0.16800,81.28049,8.13000
17:08:50.744,0.16800,81.09756,8.13000
17:08:51.296,0.16800,81.00610,8.11000
17:08:51.847,0.16800,81.09756,8.11000
17:08:52.399,0.16800,81.09756,8.10000
17:08:52.953,0.16800,81.09756,8.12000
17:08:53.505,0.16800,81.18902,8.11000
17:08:54.057,0.16800,81.09756,8.11000
17:08:54.608,0.16800,81.28049,8.11000
17:08:55.162,0.16800,81.09756,8.11000
17:08:55.723,0.16800,81.28049,8.11000
17:08:56.274,0.16800,81.18902,8.12000
17:08:56.823,0.16400,81.28049,8.11000
17:08:57.375,0.16800,81.18902,8.11000
17:08:57.926,0.16800,81.00610,8.11000
17:08:58.477,0.16800,81.09756,8.11000
17:08:59.027,0.16800,81.09756,8.12000
17:08:59.579,0.16800,81.18902,8.12000
17:09:00.130,0.16800,81.09756,8.12000
17:09:00.681,0.16800,81.09756,8.11000
17:09:01.226,0.16800,81.18902,8.11000
17:09:01.775,0.16400,81.18902,8.10000
17:09:02.325,0.16800,81.09756,8.11000
17:09:02.876,0.16800,81.28049,8.12000
17:09:03.427,0.16800,81.00610,8.11000
17:09:03.979,0.16800,81.09756,8.12000
17:09:04.530,0.16800,81.09756,8.12000
17:09:05.082,0.16800,81.18902,8.11000
17:09:05.630,0.16800,81.28049,8.10000
17:09:06.182,0.16800,81.09756,8.11000
17:09:06.739,0.16800,81.18902,8.12000
17:09:07.293,0.16800,81.09756,8.13000
17:09:07.844,0.16800,81.28049,8.12000
17:09:08.399,0.16800,81.18902,8.13000
17:09:08.951,0.16800,81.09756,8.11000
17:09:09.505,0.16800,81.00610,8.11000
17:09:10.057,0.16800,81.18902,8.11000
17:09:10.610,0.16800,81.09756,8.11000
