time,voltage,current,shunt_v
00:15:05.370,0.83600,44.29878,4.45000
00:15:05.898,0.82800,43.38415,4.44000
00:15:06.441,0.84000,44.69512,4.51000
00:15:06.986,0.83200,44.51220,4.47000
00:15:07.529,0.83200,44.29878,4.47000
00:15:08.073,0.83600,44.51220,4.47000
00:15:08.621,0.83600,44.69512,4.45000
00:15:09.157,0.83200,43.99390,4.45000
00:15:09.690,0.82400,43.50610,4.39000
00:15:10.231,0.83200,44.39024,4.49000
00:15:10.777,0.83600,44.60366,4.48000
00:15:11.330,0.83600,44.60366,4.50000
00:15:11.876,0.84000,44.60366,4.48000
00:15:12.411,0.83600,43.99390,4.48000
00:15:12.953,0.83200,44.60366,4.48000
00:15:13.494,0.82800,44.39024,4.45000
00:15:14.039,0.84000,44.78659,4.47000
00:15:14.583,0.83200,44.60366,4.46000
00:15:15.119,0.81600,43.81098,4.38000
00:15:15.652,0.82000,43.50610,4.38000
00:15:16.194,0.83600,44.69512,4.47000
00:15:16.744,0.83200,44.69512,4.45000
00:15:17.289,0.84000,44.90854,4.46000
00:15:17.833,0.83600,44.51220,4.48000
00:15:18.368,0.82800,43.50610,4.46000
00:15:18.910,0.84000,44.69512,4.48000
00:15:19.454,0.83600,44.60366,4.46000
00:15:19.997,0.84000,44.60366,4.46000
00:15:20.544,0.84000,44.69512,4.46000
00:15:21.079,0.82800,44.39024,4.39000
00:15:21.611,0.81600,43.81098,4.42000
00:15:22.157,0.83600,44.39024,4.46000
00:15:22.702,0.83600,44.78659,4.47000
00:15:23.246,0.84000,44.60366,4.48000
00:15:23.791,0.83600,44.51220,4.50000
00:15:24.324,0.81600,43.81098,4.37000
00:15:24.868,0.83200,44.39024,4.44000
00:15:25.411,0.83200,44.69512,4.45000
00:15:25.957,0.83600,44.60366,4.46000
00:15:26.501,0.83200,44.60366,4.48000
00:15:27.063,0.82000,43.99390,4.37000
00:15:27.593,0.82800,44.29878,4.41000
00:15:28.135,0.83600,44.78659,4.48000
00:15:28.680,0.84000,44.69512,4.48000
00:15:29.225,0.83600,45.00000,4.49000
00:15:29.770,0.83600,44.69512,4.47000
00:15:30.304,0.83200,43.99390,4.43000
00:15:30.845,0.83600,44.51220,4.44000
00:15:31.389,0.84000,44.69512,4.47000
00:15:31.933,0.83600,44.60366,4.49000
00:15:32.475,0.84000,44.69512,4.48000
00:15:33.039,0.82800,44.08537,4.42000
00:15:33.570,0.82800,44.51220,4.47000
00:15:34.113,0.84000,44.69512,4.47000
00:15:34.662,0.83600,44.69512,4.48000
00:15:35.206,0.83600,44.60366,4.48000
00:15:35.751,0.83600,44.69512,4.45000
00:15:36.286,0.83200,43.99390,4.46000
00:15:36.825,0.83200,44.78659,4.47000
00:15:37.369,0.83600,44.69512,4.46000
00:15:37.914,0.83200,44.39024,4.44000
00:15:38.465,0.83600,44.29878,4.47000
