time,voltage,current,shunt_v
00:05:45.845,4.68000,0.09146,-0.02000
00:05:46.378,4.68000,0.00000,0.00000
00:05:46.919,4.66400,0.00000,0.01000
00:05:47.464,4.72400,-0.09146,0.00000
00:05:48.018,4.64000,-0.09146,0.00000
00:05:48.551,4.64400,0.09146,0.02000
00:05:49.094,4.71600,0.00000,0.00000
00:05:49.638,4.72800,0.00000,0.00000
00:05:50.183,4.71600,-0.09146,0.00000
00:05:50.727,4.69600,-0.09146,-0.01000
00:05:51.262,4.65200,0.00000,0.00000
00:05:51.808,4.71600,0.00000,0.01000
00:05:52.353,4.70800,-0.09146,-0.02000
00:05:52.898,4.73600,0.00000,0.00000
00:05:53.437,4.67600,0.09146,0.00000
00:05:54.008,4.72000,0.09146,0.00000
00:05:54.547,4.66800,0.00000,-0.01000
00:05:55.089,4.71600,0.00000,0.01000
00:05:55.634,4.70400,0.00000,-0.01000
00:05:56.176,4.70000,-0.09146,0.01000
00:05:56.722,4.72400,-0.09146,-0.01000
00:05:57.262,4.64800,-0.09146,0.00000
00:05:57.804,4.70800,-0.21341,0.00000
00:05:58.350,4.70000,0.09146,0.00000
00:05:58.894,4.68800,0.00000,0.00000
00:05:59.440,4.69600,-0.09146,0.00000
00:06:00.015,4.69600,-0.09146,0.00000
00:06:00.553,4.65200,0.00000,-0.01000
00:06:01.097,4.64400,0.09146,-0.01000
00:06:01.629,4.68800,0.00000,0.00000
