time,voltage,current,shunt_v
17:01:40.806,0.18000,80.70122,8.08000
17:01:41.343,0.18000,80.79268,8.09000
17:01:41.890,0.18000,80.70122,8.07000
17:01:42.443,0.18000,80.79268,8.08000
17:01:42.995,0.18400,80.70122,8.08000
17:01:43.547,0.18000,80.70122,8.08000
17:01:44.103,0.18000,80.79268,8.08000
17:01:44.656,0.18000,80.70122,8.07000
17:01:45.208,0.18000,80.79268,8.08000
17:01:45.759,0.18000,80.88415,8.10000
17:01:46.311,0.18000,80.88415,8.09000
17:01:46.872,0.18000,80.79268,8.09000
17:01:47.424,0.18000,80.79268,8.06000
17:01:47.980,0.18400,80.88415,8.09000
17:01:48.531,0.18000,80.79268,8.09000
17:01:49.083,0.18000,80.88415,8.09000
17:01:49.635,0.18000,80.79268,8.09000
17:01:50.186,0.18000,81.00610,8.07000
17:01:50.738,0.18000,80.70122,8.09000
17:01:51.290,0.18000,80.79268,8.08000
17:01:51.845,0.18000,81.00610,8.08000
17:01:52.401,0.18000,80.88415,8.09000
17:01:52.953,0.18000,80.79268,8.08000
17:01:53.505,0.18000,80.88415,8.08000
17:01:54.057,0.18000,80.88415,8.09000
17:01:54.609,0.18000,80.88415,8.09000
17:01:55.160,0.18000,80.79268,8.09000
17:01:55.712,0.18400,80.88415,8.10000
17:01:56.264,0.18000,80.88415,8.09000
17:01:56.816,0.18000,80.88415,8.10000
17:01:57.368,0.18000,80.88415,8.09000
17:01:57.917,0.18000,80.88415,8.09000
17:01:58.464,0.18000,81.00610,8.10000
17:01:59.014,0.18000,80.88415,8.10000
17:01:59.563,0.18000,80.88415,8.08000
17:02:00.115,0.18000,81.00610,8.08000
17:02:00.667,0.18000,80.88415,8.08000
17:02:01.214,0.18000,80.88415,8.09000
17:02:01.764,0.18000,80.88415,8.08000
17:02:02.310,0.00000,-0.09146,-0.01000
