time,voltage,current,shunt_v
16:46:21.574,0.24800,81.58537,8.16000
16:46:22.108,0.24800,81.49390,8.15000
16:46:22.652,0.24800,81.40244,8.15000
16:46:23.201,0.24800,81.70732,8.16000
16:46:23.747,0.24800,81.58537,8.15000
16:46:24.292,0.24800,81.49390,8.16000
16:46:24.836,0.24800,81.58537,8.16000
16:46:25.382,0.24800,81.49390,8.16000
16:46:25.928,0.24800,81.49390,8.17000
16:46:26.475,0.24800,81.70732,8.15000
16:46:27.019,0.24800,81.58537,8.16000
16:46:27.572,0.24800,81.49390,8.16000
16:46:28.119,0.24800,81.58537,8.15000
16:46:28.670,0.24800,81.49390,8.16000
16:46:29.214,0.24800,81.70732,8.16000
16:46:29.758,0.24800,81.70732,8.16000
16:46:30.300,0.24800,81.70732,8.16000
16:46:30.841,0.24800,81.58537,8.17000
16:46:31.375,0.24800,81.70732,8.16000
16:46:31.918,0.24800,81.58537,8.18000
16:46:32.469,0.24800,81.70732,8.17000
16:46:33.014,0.24800,81.70732,8.17000
16:46:33.559,0.24800,81.70732,8.16000
16:46:34.102,0.24800,81.49390,8.15000
16:46:34.646,0.24800,81.79878,8.15000
16:46:35.192,0.24400,81.58537,8.16000
16:46:35.738,0.24800,81.58537,8.15000
