time,voltage,current,shunt_v
12:25:38.556,0.72400,108.68902,10.85000
12:25:39.107,0.72400,108.59756,10.87000
12:25:39.650,0.72400,108.90244,10.88000
12:25:40.192,0.72000,108.78049,10.88000
12:25:40.735,0.72000,108.99390,10.90000
12:25:41.277,0.71600,108.90244,10.89000
12:25:41.822,0.71600,108.90244,10.90000
12:25:42.365,0.71600,108.90244,10.91000
12:25:42.907,0.71200,109.08537,10.90000
12:25:43.450,0.71200,109.08537,10.92000
12:25:43.994,0.71200,109.08537,10.93000
12:25:44.548,0.71200,109.20732,10.91000
12:25:45.091,0.70800,109.20732,10.92000
12:25:45.629,0.70800,109.20732,10.92000
12:25:46.172,0.70800,109.20732,10.94000
12:25:46.710,0.70400,109.29878,10.92000
12:25:47.253,0.70400,109.20732,10.92000
12:25:47.797,0.70000,109.39024,10.94000
12:25:48.341,0.70000,109.48171,10.96000
12:25:48.883,0.70000,109.48171,10.96000
12:25:49.428,0.69600,109.39024,10.96000
12:25:49.976,0.69600,109.48171,10.95000
12:25:50.518,0.69600,109.69512,10.96000
12:25:51.062,0.69200,109.69512,10.97000
12:25:51.605,0.69200,109.60366,10.97000
12:25:52.148,0.69200,109.78659,10.97000
12:25:52.692,0.68800,110.00000,10.99000
