time,voltage,current,shunt_v
12:28:27.440,0.46000,116.09756,11.62000
12:28:27.974,0.46000,116.09756,11.62000
12:28:28.522,0.45600,116.18902,11.61000
12:28:29.072,0.46000,116.18902,11.61000
12:28:29.630,0.45600,116.28049,11.62000
12:28:30.183,0.45600,116.18902,11.63000
12:28:30.741,0.45600,116.28049,11.64000
12:28:31.296,0.45600,116.28049,11.63000
12:28:31.851,0.45600,116.18902,11.64000
12:28:32.406,0.45200,116.28049,11.62000
12:28:32.960,0.45600,116.28049,11.63000
12:28:33.512,0.45200,116.28049,11.63000
12:28:34.062,0.45200,116.40244,11.63000
12:28:34.613,0.45200,116.58537,11.64000
12:28:35.167,0.45200,116.28049,11.65000
12:28:35.721,0.44800,116.49390,11.63000
12:28:36.282,0.44800,116.49390,11.64000
12:28:36.834,0.44800,116.49390,11.63000
12:28:37.388,0.44800,116.49390,11.64000
12:28:37.940,0.44800,116.58537,11.65000
12:28:38.493,0.44400,116.49390,11.66000
12:28:39.040,0.44800,116.58537,11.67000
12:28:39.585,0.44400,116.49390,11.66000
12:28:40.138,0.44400,116.49390,11.67000
12:28:40.687,0.44400,116.58537,11.68000
12:28:41.238,0.44400,116.70732,11.67000
12:28:41.785,0.44400,116.58537,11.66000
12:28:42.338,0.44000,116.70732,11.66000
12:28:42.892,0.44000,116.89024,11.66000
12:28:43.442,0.44000,116.58537,11.68000
12:28:43.996,0.44000,116.58537,11.67000
12:28:44.550,0.44000,116.70732,11.67000
12:28:45.104,0.44000,116.70732,11.67000
12:28:45.658,0.43600,116.89024,11.67000
12:28:46.216,0.43600,116.79878,11.67000
12:28:46.766,0.43600,116.70732,11.67000
12:28:47.323,0.43600,116.58537,11.69000
12:28:47.878,0.43200,116.79878,11.68000
12:28:48.432,0.43600,116.79878,11.70000
12:28:48.985,0.43200,116.79878,11.69000
12:28:49.539,0.43200,116.89024,11.69000
12:28:50.089,0.42800,116.89024,11.69000
12:28:50.643,0.43200,116.79878,11.69000
12:28:51.198,0.42800,116.79878,11.68000
12:28:51.751,0.42800,116.89024,11.69000
12:28:52.306,0.42800,116.98171,11.70000
12:28:52.864,0.42800,117.10366,11.70000
12:28:53.418,0.42800,117.10366,11.69000
