time,voltage,current,shunt_v
00:07:44.445,4.69200,0.00000,0.01000
00:07:44.994,4.63200,0.09146,0.00000
00:07:45.543,4.69600,-0.21341,0.00000
00:07:46.086,4.70800,0.09146,0.00000
00:07:46.629,4.72800,0.00000,-0.01000
00:07:47.172,4.71600,-0.09146,0.01000
00:07:47.719,4.72800,-0.09146,-0.01000
00:07:48.252,4.63600,-0.09146,0.00000
00:07:48.791,4.71200,0.00000,0.00000
00:07:49.335,4.72400,0.00000,0.00000
00:07:49.879,4.71600,-0.09146,-0.02000
00:07:50.429,4.70800,-0.09146,0.00000
00:07:50.971,4.66400,0.09146,0.00000
00:07:51.513,4.64400,0.09146,0.00000
00:07:52.056,4.72000,0.00000,-0.01000
00:07:52.599,4.65600,-0.09146,0.00000
00:07:53.144,4.70800,0.00000,0.00000
00:07:53.688,4.71600,0.09146,0.00000
00:07:54.223,4.64800,0.00000,0.01000
00:07:54.762,4.71200,-0.30488,-0.01000
00:07:55.307,4.70400,-0.09146,0.00000
00:07:55.857,4.70400,0.00000,0.00000
00:07:56.402,4.69600,0.09146,0.00000
00:07:56.966,4.65600,-0.09146,0.02000
00:07:57.502,4.69600,0.00000,-0.02000
00:07:58.043,4.72400,0.00000,0.00000
00:07:58.587,4.72400,-0.09146,-0.02000
00:07:59.131,4.67200,0.00000,0.00000
00:07:59.675,4.72000,0.00000,0.00000
00:08:00.210,4.65600,0.09146,0.01000
00:08:00.751,4.71600,0.00000,0.00000
00:08:01.299,4.67600,-0.09146,0.00000
00:08:01.840,0.87600,43.90244,4.40000
00:08:02.386,0.88000,43.81098,4.38000
00:08:02.931,0.88000,44.20732,4.40000
00:08:03.472,0.87600,43.68902,4.36000
00:08:04.014,0.88000,43.81098,4.40000
00:08:04.553,0.86800,43.68902,4.37000
00:08:05.097,0.87600,43.90244,4.36000
00:08:05.637,0.87200,43.81098,4.40000
00:08:06.169,0.87200,43.10976,4.39000
00:08:06.707,0.87200,43.90244,4.38000
00:08:07.249,0.88000,43.99390,4.43000
00:08:07.793,0.88000,44.08537,4.42000
00:08:08.338,0.88000,44.20732,4.41000
00:08:08.891,0.88000,44.20732,4.44000
00:08:09.436,0.86800,43.68902,4.40000
00:08:09.978,0.87600,44.08537,4.39000
00:08:10.523,0.87600,43.90244,4.44000
00:08:11.067,0.87600,44.20732,4.40000
